City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
372,Arlit,NE,81.72,light rain,18.7369,7.3853,Case de Passage De la Prefecture
374,Caxias,PT,79.47,few clouds,38.7031,-9.2767,Amazónia Jamor Hotel
377,Arosa,CH,64.92,broken clouds,46.7779,9.6762,Tschuggen Grand Hotel
378,Champua,IN,83.93,overcast clouds,22.0833,85.6667,Rahul Nayak jaintgarh
382,Kirillov,RU,60.91,broken clouds,59.863,38.3813,Rus Hotel
384,Springdale,US,89.55,scattered clouds,36.1867,-94.1288,Springdale Inn
387,Kulunda,RU,60.33,scattered clouds,52.566,78.9385,Kulunda 24
389,Lhokseumawe,ID,77.95,overcast clouds,5.1801,97.1507,OYO 3278 Penginapan Alfajri
391,Sechura,PE,73.47,few clouds,-5.5569,-80.8222,Hospedaje Costa Bella
393,Rocha,UY,63.55,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
394,Yining,CN,72.55,overcast clouds,29.0361,114.5636,Xiushui Hotel
395,Sabang,ID,82.49,overcast clouds,5.8933,95.3214,Hotel Citra
396,Evanton,GB,67.66,overcast clouds,57.6638,-4.34,Assynt House
397,Amapa,BR,84.49,broken clouds,1.0,-52.0,
399,Bredy,RU,68.85,broken clouds,52.4153,60.3411,Individual'nyy Predprinimatel' Rakhmanin Andrey Aleksandrovich
400,Peniche,PT,72.45,broken clouds,39.3558,-9.3811,Hotel Star inn Peniche
401,Abu Samrah,SY,87.64,clear sky,35.3029,37.1841,
402,Mulanje,MW,64.4,clear sky,-16.0316,35.5,Mulanje Motel
405,Cayenne,GF,82.44,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
406,Loubomo,CG,77.83,scattered clouds,-4.1997,12.6739,La Dolisienne
407,Marfino,RU,68.25,clear sky,55.7028,37.3822,Nemchinovka-Park
408,Glyadyanskoye,RU,63.45,broken clouds,54.9075,65.0883,
411,Alofi,NU,73.29,scattered clouds,-19.0595,-169.9187,Taloa Heights
412,Predivinsk,RU,60.04,light rain,57.0669,93.4378,
413,Rio Grande,BR,75.31,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
414,Asfi,MA,71.08,clear sky,32.2994,-9.2372,Hôtel Abda
415,Mitsamiouli,KM,78.76,clear sky,-11.3847,43.2844,Foyer ADM
416,Fonte Boa,BR,83.89,broken clouds,-2.4959,-66.2662,
420,Karratha,AU,74.07,overcast clouds,-20.7377,116.8463,ibis Styles Karratha
422,Maxixe,MZ,66.02,few clouds,-23.8597,35.3472,Oceano
423,Durban,ZA,60.03,scattered clouds,-29.8579,31.0292,Hilton Durban
426,Jackson,US,65.39,overcast clouds,42.4165,-122.8345,Agate Village Apartments
427,Chapleau,CA,73.49,scattered clouds,47.8405,-83.4034,Nemegosenda Lake Lodge
428,Macau,MO,84.0,light rain,22.2006,113.5461,Grand Emperor Hotel
430,Chicama,PE,61.34,scattered clouds,-7.8447,-79.1469,Balihai Bungalows
432,Sao Joao Da Barra,BR,77.09,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
433,Calabaca,PH,79.9,few clouds,14.3001,122.4336,Costa Pacifico Beach Resort
434,Ullapool,GB,66.34,overcast clouds,57.8987,-5.1604,Argyll Hotel
435,Presidencia Roque Saenz Pena,AR,77.11,overcast clouds,-26.7852,-60.4388,Hotel Gualok
436,Montivilliers,FR,78.42,clear sky,49.5452,0.1877,Hotel Inn Design Le Havre Nord Montivilliers
437,Saint Anthony,US,76.82,clear sky,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
442,Mezen,RU,64.9,scattered clouds,65.8522,44.24,Gostevoy Dom Everest
443,Marang,MY,78.71,overcast clouds,5.2056,103.2059,DBarakah Homestay
445,Qingdao,CN,69.4,heavy intensity rain,36.0986,120.3719,Le Meridien Qingdao
446,Sungairaya,ID,77.13,overcast clouds,0.7,108.9,Rumah Kuku Moimoi Shelly
447,Folkestone,GB,76.73,broken clouds,51.0833,1.1833,Folkestone Grand Burstin Hotel
448,Lazaro Cardenas,MX,77.81,overcast clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
449,Sosnytsya,UA,61.47,broken clouds,51.5239,32.4999,Maria
450,Hambantota,LK,80.15,overcast clouds,6.1241,81.1185,Bungalow 63
451,Acapulco,MX,79.7,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
452,Kathu,TH,86.7,overcast clouds,7.9178,98.3332,Novotel Phuket Resort
453,Luba,GQ,78.69,moderate rain,3.4568,8.5547,
454,Wattegama,LK,76.8,heavy intensity rain,6.7989,81.4808,
455,Bunia,CD,68.52,scattered clouds,1.5667,30.25,Gold Star International Hotel
460,Shache,CN,87.71,broken clouds,38.4167,77.2406,Delong Hotel
461,Cheremshan,RU,63.66,light rain,54.6667,51.5,"Khostel ""U Kamina"""
463,San Antonio Del Norte,HN,82.89,overcast clouds,13.8844,-87.7031,Hotel Nohemy
464,Schwedt,DE,73.24,broken clouds,53.0596,14.2815,Andersen Hotel Schwedt
467,Mackenzie,CA,63.19,light rain,55.2999,-123.1698,Hilton Shop
472,Bonthe,SL,81.55,light rain,7.5264,-12.505,Bonthe Holiday Village
473,Sibolga,ID,76.87,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
474,Kigoma,TZ,76.5,clear sky,-4.8769,29.6267,MJI Mwema Lodge
476,Fond Du Lac,US,82.81,clear sky,43.775,-88.4388,Radisson Hotel and Conference Center Fond du Lac
479,Atbasar,KZ,63.63,broken clouds,51.8,68.3333,Гостиничный Комплекс Saad
482,Kopanskaya,RU,70.05,clear sky,46.2779,38.4795,
483,Hami,CN,84.83,scattered clouds,42.8,93.45,Laoyutang Resort
484,Port Moresby,PG,75.96,overcast clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
486,Santo Antonio Do Sudoeste,BR,67.1,scattered clouds,-26.0736,-53.7253,Hotel Frontera
487,Eydhafushi,MV,83.16,overcast clouds,5.1033,73.0708,Soneva Fushi
488,Basco,PH,85.3,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
489,Sacramento,US,78.33,few clouds,38.4666,-121.3177,Manda’s House oly 100 sqft
490,Punalur,IN,77.41,overcast clouds,9.0,76.9333,Motel Araam
493,Sambava,MG,72.77,clear sky,-14.2667,50.1667,Melrose
494,Sedan,FR,79.72,scattered clouds,49.6667,5.0,"Hôtel & Restaurant Le Coeur d'Or, Sedan Est (The Originals City)"
496,Mormugao,IN,80.51,overcast clouds,15.4,73.8,Coconut Creek Resort
499,Ambon,ID,78.24,broken clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
500,Pingliang,CN,65.14,scattered clouds,35.5392,106.6861,North Gate Hostel
501,Dwarka,IN,85.08,broken clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
502,Kailua,US,76.64,broken clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
503,Oistins,BB,82.29,overcast clouds,13.0667,-59.5333,Butterfly Beach Hotel
505,Buchanan,LR,77.18,moderate rain,5.8808,-10.0467,Kamaneahn Hotel Inc
506,Shitanjing,CN,79.66,broken clouds,39.2342,106.3439,Yingbin Hotel
508,Muros,ES,67.26,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
509,Port Hedland,AU,68.05,broken clouds,-20.3167,118.5667,The Esplanade Hotel
510,Kurchum,KZ,61.83,scattered clouds,48.5722,83.6542,"Gostinitsa ""Kneda"""
511,Manaus,BR,86.49,scattered clouds,-3.1019,-60.025,Manaus Hotéis Millennium
512,Houlton,US,79.21,clear sky,46.1262,-67.8403,Ivey's Motor Lodge Houlton
513,Lalmohan,BD,82.65,overcast clouds,22.3384,90.7419,Arifur Rahman Miraj
514,Tsukumi,JP,70.29,overcast clouds,33.0706,131.8572,Hotel AZ Oita Tsukumi
515,Dalian,CN,66.13,clear sky,38.9122,121.6022,Kempinski Hotel Dalian
516,Honiara,SB,76.03,overcast clouds,-9.4333,159.95,Heritage Park Hotel
517,Idah,NG,79.39,moderate rain,7.1065,6.7342,Ubiga Hotel Idah
520,Thinadhoo,MV,83.68,heavy intensity rain,0.5333,72.9333,
522,Takoradi,GH,73.54,moderate rain,4.8845,-1.7554,Raybow International Hotel
524,San Pelayo,CO,84.69,broken clouds,8.9583,-75.8363,Parque
526,Mashhad,IR,84.34,scattered clouds,36.297,59.6062,Khanye Sabz Hotel
527,Teya,RU,61.84,overcast clouds,60.3778,92.6267,
528,Cururupu,BR,88.5,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
529,Salalah,OM,82.72,scattered clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
530,Korla,CN,84.67,overcast clouds,41.7597,86.1469,Gulisitan Hotel
531,Beroroha,MG,72.27,broken clouds,-21.6667,45.1667,
533,Savannah Bight,HN,79.5,overcast clouds,16.45,-85.85,Villa on Dunbar Rock
535,Bima,ID,76.12,overcast clouds,-8.4667,118.7167,Lambitu Hotel
536,Chunoyar,RU,61.79,moderate rain,57.4467,97.3217,
537,Merke,KZ,72.57,broken clouds,42.8728,73.1786,Gostinitsa Merki
538,Shimoda,JP,70.11,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
540,Axim,GH,74.07,moderate rain,4.8699,-2.2405,Axim Beach Resort And Spa
543,Oktyabrskoye,RU,68.14,light rain,43.0645,44.7417,Prolesok Mini-hotel
544,Saint-Augustin,CA,64.96,broken clouds,51.226,-58.6502,
547,Nongstoin,IN,64.17,overcast clouds,25.5167,91.2667,P.W.D. Inspection Bungalow
549,Seoul,KR,62.04,clear sky,37.5683,126.9778,롯데호텔 서울
550,Boca Do Acre,BR,88.45,scattered clouds,-8.7522,-67.3978,Hotel Sao Pedro
552,Praia Da Vitoria,PT,73.76,broken clouds,38.7333,-27.0667,Hotel Branco I
554,Tocopilla,CL,60.8,scattered clouds,-22.092,-70.1979,Hotel Galvarino
557,Kalanchak,UA,71.02,broken clouds,46.2562,33.2907,Колос
558,Fairbanks,US,60.3,overcast clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
559,Centralia,US,60.01,broken clouds,46.7162,-122.9543,Peppermill Inn
560,Maragogi,BR,73.65,light rain,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
561,Rawlins,US,73.35,clear sky,41.7911,-107.2387,"Holiday Inn Express Rawlins, an IHG Hotel"
565,Beloha,MG,67.91,broken clouds,-25.1667,45.05,
568,Anloga,GH,76.89,light rain,5.7947,0.8973,Pin Drop Hotel
569,Simao,CN,65.86,overcast clouds,22.7886,100.9748,Changyu Hotel
572,Zacatlan,MX,66.42,broken clouds,19.9333,-97.9667,Cabañas Los Cedros
573,Luanda,AO,71.73,scattered clouds,-8.8368,13.2343,EPIC SANA Luanda
574,Bardiyah,LY,77.34,clear sky,31.7561,25.0865,بورتو بردية
575,Quang Ngai,VN,79.11,overcast clouds,15.1167,108.8,Central Hotel
576,Novokizhinginsk,RU,61.48,overcast clouds,51.6115,109.5917,
577,Manyava,UA,65.03,broken clouds,48.6554,24.3754,Vas.VOM
578,Amla,IN,81.95,overcast clouds,21.9333,78.1167,L l ganeshkar
579,Boddam,GB,68.43,overcast clouds,57.4667,-1.7833,Palace Hotel
580,Meridian,US,82.04,clear sky,43.6121,-116.3915,Courtyard by Marriott Boise West/Meridian
581,North Platte,US,81.12,clear sky,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
582,Bremen,DE,71.98,clear sky,53.0752,8.8078,ibis Bremen City
583,Kotma,IN,80.44,overcast clouds,23.2,81.9667,Adil ka ghar
584,Marawi,PH,69.71,overcast clouds,7.9986,124.2928,Derogongan Residence
585,Sarh,TD,87.71,broken clouds,9.1429,18.3923,Domicile 1sur le goudron
587,Phanom Thuan,TH,81.23,light rain,14.1303,99.6986,ตึกส้มและสวนกล้วย
588,Strzelce Krajenskie,PL,66.6,broken clouds,52.8773,15.5298,Hotel Staropolski
590,Puertollano,ES,84.07,light rain,38.6871,-4.1073,Hotel Puertollano
592,Dawei,MM,78.89,overcast clouds,14.0833,98.2,Hotel Dawei
593,Vila,PT,71.71,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
596,Aripuana,BR,88.84,broken clouds,-9.1667,-60.6333,
597,Kieta,PG,77.99,light rain,-6.2167,155.6333,Uruna Bay Retreat
598,Longjiang,CN,62.6,broken clouds,47.3303,123.1836,Education Hostel
599,Cruzeiro Do Sul,BR,76.51,broken clouds,-29.5128,-51.9853,Estrela Palace Hotel
601,Baiyin,CN,69.53,clear sky,36.5583,104.2081,GreenTree Alliance Gansu Baiyin Renmin Road Hotel
602,Remerschen,LU,83.62,clear sky,49.4886,6.3517,Hotel Perler Hof
603,Iskateley,RU,62.98,overcast clouds,67.6803,53.1512,Hostel Agat
605,San Rafael Del Sur,NI,79.86,overcast clouds,11.8485,-86.4384,Hospedaje El Chino
606,Biak,ID,76.15,overcast clouds,-0.9131,122.8766,Penginapan Kim
607,Vila Velha,BR,78.75,few clouds,-20.3297,-40.2925,Hotel Vitória Palace
609,Malacacheta,BR,76.48,clear sky,-17.8422,-42.0767,Pousada Varanda do Sol
610,Neyshabur,IR,80.02,scattered clouds,36.2133,58.7958,Amiran Hotel & Commercial Complex
611,Saint-Honore,CA,81.82,overcast clouds,48.5334,-71.0824,Camping Plage Margot
613,Mahibadhoo,MV,83.41,overcast clouds,3.7833,72.9667,Omadhoo Inn
614,Marsa Matruh,EG,76.44,clear sky,31.3525,27.2453,Beau Site
615,Mazara Del Vallo,IT,88.93,scattered clouds,37.6641,12.588,Vizier Resort & Spa
616,Llanes,ES,75.58,scattered clouds,43.4198,-4.7549,Hotel La Paz
617,Praia,CV,76.51,scattered clouds,14.9215,-23.5087,LT Aparthotel
619,Pandan,PH,80.87,few clouds,14.0453,124.1694,Bonifacio Lodge
620,Trenggalek,ID,75.63,overcast clouds,-8.05,111.7167,OYO 2966 Hotel Atriaz
621,Denpasar,ID,80.26,few clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
623,Broome,US,75.54,overcast clouds,42.2506,-75.833,Chenango Valley State Park
625,Scarborough,GB,69.93,overcast clouds,54.2797,-0.4044,The Grand Hotel Scarborough
626,Berbera,SO,89.76,overcast clouds,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
627,Adamovka,RU,70.43,scattered clouds,51.5223,59.9396,Gostinitsa
628,Leshan,CN,71.38,overcast clouds,29.5623,103.7639,Leshan Haiyun International Youth Hostel
629,Bertoua,CM,68.43,overcast clouds,4.5833,13.6833,Hotel De Paris
632,Iquitos,PE,86.04,broken clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
633,Damietta,EG,77.25,clear sky,31.4165,31.8133,SULIMAN INN
634,Zhuanghe,CN,63.03,broken clouds,39.7008,122.9911,Hanting Express Dalian Zhuanghe Qiansheng
636,Chengde,CN,65.64,few clouds,40.9725,117.9361,Super 8 Hotel
637,Taruma,BR,80.47,clear sky,-22.7467,-50.5772,Hotel Tarumã Alvorada
638,Iralaya,HN,78.96,overcast clouds,15.0,-83.2333,Iglesia morava renovada
639,Manta,EC,80.38,scattered clouds,-0.95,-80.7333,Balandra Hotel
641,Ampanihy,MG,67.6,scattered clouds,-24.7,44.75,Angora Hotel
642,Tucuman,AR,68.32,clear sky,-26.8241,-65.2226,Dallas Hotel Tucuman
644,Gallup,US,86.76,clear sky,35.5281,-108.7426,Quality Inn & Suites Gallup I-40 Exit 20
646,Villamontes,BO,75.09,clear sky,-21.25,-63.5,Hotel Raldes
647,Waidhofen,DE,82.15,few clouds,48.5833,11.3333,Edelweißhütte
648,Ouesso,CG,76.86,light rain,1.6136,16.0517,ABENIE Hotel
650,Ilhabela,BR,71.19,clear sky,-23.7781,-45.3581,Ilha Flat Hotel
654,Barranca,PE,66.04,scattered clouds,-10.75,-77.7667,El Olivar Hospedaje
655,Nsanje,MW,69.28,clear sky,-16.92,35.262,Nsanje Discovery Lodge
656,Nacala,MZ,73.62,scattered clouds,-14.5428,40.6728,Nacala Plaza Business Design Hotel
658,Manzanillo,CU,87.91,overcast clouds,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
659,Sola,VU,80.53,overcast clouds,-13.8833,167.55,Leumerus Bungalows
661,Gusau,NG,87.48,overcast clouds,12.1628,6.6614,GUEST INN
665,Plymouth,US,72.95,overcast clouds,41.8334,-70.8328,Rodeway Inn Middleboro-Plymouth
666,Gizo,SB,81.25,overcast clouds,-8.103,156.8419,Imagination Island
667,Pisco,PE,68.02,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
668,San Carlos,VE,80.91,overcast clouds,9.6612,-68.5827,Hotel Paternopoli
671,Bubaque,GW,80.08,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
672,Ushtobe,KZ,70.48,clear sky,45.2514,77.9838,Filipin Squad
674,Zhanaozen,KZ,89.89,broken clouds,43.3,52.8,K.korabay 28A
675,San Ramon,US,74.48,clear sky,37.7799,-121.978,San Ramon Marriott
676,Maamba,ZM,66.04,clear sky,-17.3667,27.15,
677,Coronon,PH,75.13,scattered clouds,6.8792,125.4489,El Coron Resort
678,Irbeyskoye,RU,60.19,light rain,55.6428,95.4522,"Gostinitsa ""Agul"""
679,San Vicente,AR,70.05,broken clouds,-26.6167,-54.1333,Complejo Turístico Farelluk
680,Sal Rei,CV,74.39,scattered clouds,16.1833,-22.9167,Marine Club Beach Resort
684,Ketchikan,US,65.1,scattered clouds,55.3422,-131.6461,Snow's Cove Lodge
685,Port-Cartier,CA,66.74,overcast clouds,50.0334,-66.8654,Le Q'Artier
687,Tongchuan,CN,79.3,clear sky,35.0806,109.0897,Tongchuan Hotel
690,Portland,US,63.66,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
691,Aksu,CN,79.93,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
692,Ichinohe,JP,64.96,scattered clouds,40.2069,141.3017,鳥越旅館
693,Petropavlivka,UA,63.19,broken clouds,48.4564,36.4367,Банька в Петропавловке
694,Dubrovnik,HR,82.04,clear sky,42.6481,18.0922,Hotel Dubrovnik Palace
695,Roebourne,AU,74.3,overcast clouds,-20.7833,117.1333,Latitude20 Roebourne Village
696,Horsham,GB,83.25,clear sky,51.064,-0.3272,Springfields Hotel
697,Ukiah,US,69.44,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
698,Fare,PF,79.74,light rain,-16.7,-151.0167,Maitai Lapita Village Huahine
699,Besuki,ID,77.9,broken clouds,-7.7338,113.6979,Pak Pri House
700,Syracuse,IT,80.31,scattered clouds,37.0881,15.2792,Hotel Posta
701,Olovyannaya,RU,61.07,scattered clouds,50.95,115.5667,Gostinitsa
702,Mayo,US,83.26,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
703,Kandrian,PG,76.55,light rain,-6.2167,149.55,Kandrian Station
704,Stropkov,SK,78.67,overcast clouds,49.2021,21.6522,Internát Teslák
705,Tupancireta,BR,64.29,overcast clouds,-29.0806,-53.8358,Hotel Cassino
706,Tambilil,PH,77.32,broken clouds,5.9622,124.6697,Wilfredo Sotto Home
708,Payo,ID,72.95,overcast clouds,-3.7508,103.6372,Mess keban agung
709,Coalinga,US,81.03,clear sky,36.1397,-120.3602,Royal Lodge Motel
711,Ocean City,US,72.99,overcast clouds,39.2776,-74.5746,Biscayne Suites
712,Oxford,GB,81.5,clear sky,51.7522,-1.256,Malmaison Oxford
713,Pontianak,ID,76.98,light rain,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
714,Abonnema,NG,75.99,light rain,4.7084,6.7931,Corper's Lodge Obonoma
